day,steady_supply,demand_variation,transport_noise,total_supply,transport_method,daily_cost
1,600.0000000000006,480.00000000000045,5.079892434483279,1085.0798924344842,rocket,500000
2,600.0000000000006,482.9104793546074,-0.1742020865860202,1082.736277268022,elevator,100000
3,600.0000000000006,485.8068970182155,-6.5396019817205255,1079.2672950364956,elevator,100000
4,600.0000000000006,488.6825007884345,15.374399739834226,1104.0569005282691,rocket,500000
5,600.0000000000006,491.70684219160415,0.891480095438356,1092.598322287043,elevator,100000
6,600.0000000000006,494.6624321253264,-4.566554543813945,1090.0958775815132,elevator,100000
7,600.0000000000006,497.6030073908155,15.664497880456574,1113.2675052712725,elevator,100000
8,600.0000000000006,500.68261242244307,11.65366265059232,1112.336275073036,elevator,100000
9,600.0000000000006,503.75663007288125,-1.2525211167541455,1102.5041089561275,elevator,100000
10,600.0000000000006,506.771654726618,4.317638191511853,1111.0892929181305,elevator,100000
11,600.0000000000006,509.8381904841268,-6.456328464166306,1103.381862019961,elevator,100000
12,600.0000000000006,512.8584816562466,7.706303017133922,1120.564784673381,elevator,100000
13,600.0000000000006,515.9818703642869,1.8540331675810842,1117.8359035318686,elevator,100000
14,600.0000000000006,519.088885785478,-7.352344230655933,1111.7365415548227,elevator,100000
15,600.0000000000006,522.1593050348071,0.3458753460762232,1122.5051803808838,elevator,100000
16,600.0000000000006,525.2943361170924,-11.232197118667738,1114.062138998425,elevator,100000
17,600.0000000000006,528.3787089510829,0.2179843482680217,1128.5966932993513,elevator,100000
18,600.0000000000006,531.550289110879,7.415355103567045,1138.9656442144465,elevator,100000
19,600.0000000000006,534.7840829761657,-5.416065122627517,1129.3680178535387,rocket,500000
20,600.0000000000006,537.9602910832871,11.186212599263477,1149.1465036825512,rocket,500000
21,600.0000000000006,541.2551701053824,-1.565874277430589,1139.6892958279525,rocket,500000
22,600.0000000000006,544.49330588035,-2.0112680587492724,1142.4820378216014,elevator,100000
23,600.0000000000006,547.7481981072796,-1.7469408224148641,1146.0012572848652,elevator,100000
24,600.0000000000006,551.0242056509887,-5.669348316323535,1145.3548573346657,elevator,100000
25,600.0000000000006,554.2963347949968,1.75410163423483,1156.0504364292321,elevator,100000
26,600.0000000000006,557.6326374135722,-3.680477886082054,1153.9521595274907,rocket,500000
27,600.0000000000006,560.9563503707371,4.236954150488446,1165.193304521226,elevator,100000
28,600.0000000000006,564.3475101978644,-2.4971018547434047,1161.8504083431214,elevator,100000
29,600.0000000000006,567.7186126479231,7.27404596164377,1174.9926586095676,elevator,100000
30,600.0000000000006,571.1685685995806,12.718209047902437,1183.8867776474838,elevator,100000
31,600.0000000000006,574.6718892654654,-9.114327629045519,1165.5575616364206,elevator,100000
32,600.0000000000006,578.0652346352839,-0.5659888296370839,1177.4992458056474,elevator,100000
33,600.0000000000006,581.5302301101178,-2.426414174850807,1179.1038159352674,elevator,100000
34,600.0000000000006,585.0048530057294,-5.392655545290212,1179.6121974604398,elevator,100000
35,600.0000000000006,588.482526190492,3.5242681442388175,1192.0067943347312,elevator,100000
36,600.0000000000006,592.0345669565004,6.470021552901568,1198.5045885094023,elevator,100000
37,600.0000000000006,595.6255944875568,-3.577182015932217,1192.0484124716252,elevator,100000
38,600.0000000000006,599.1778849623865,7.1588555810246595,1206.3367405434117,elevator,100000
39,600.0000000000006,300.0000000000003,-12.37095395932825,887.6290460406726,elevator,100000
40,600.0000000000006,300.0000000000003,16.006984235628103,916.006984235629,elevator,100000
41,600.0000000000006,300.0000000000003,7.6853388013716355,907.6853388013725,elevator,100000
42,600.0000000000006,300.0000000000003,-9.00469982917803,890.9953001708229,elevator,100000
43,600.0000000000006,300.0000000000003,0.3502711561703071,900.3502711561712,elevator,100000
44,600.0000000000006,300.0000000000003,1.5650928444257433,901.5650928444267,elevator,100000
45,600.0000000000006,300.0000000000003,11.105101890923786,911.1051018909247,rocket,500000
46,600.0000000000006,300.0000000000003,-2.2594353477035565,897.7405646522974,elevator,100000
47,600.0000000000006,300.0000000000003,0.8270339306646418,900.8270339306656,rocket,500000
48,600.0000000000006,300.0000000000003,-3.500190135374874,896.4998098646261,elevator,100000
49,600.0000000000006,300.0000000000003,10.105941478063759,910.1059414780647,elevator,100000
50,600.0000000000006,300.0000000000003,0.9238871510146525,900.9238871510156,elevator,100000
51,600.0000000000006,300.0000000000003,8.098151549382266,908.0981515493831,rocket,500000
52,600.0000000000006,300.0000000000003,0.7939534199304187,900.7939534199313,rocket,500000
